,Name,Specialization,Highest degree,Experience,Fee,Wait_time,Number of Patients,Satisfaction_level,Location
802,Dr. Muhammad Shoaib Mithani,Urologist,MBBS,15.0,1000.0,Under 15 Min,369.0,98,Karachi
803,Dr. Agha Ghulam Mustafa,Urologist,MBBS,9.0,2500.0,15 - 30 Min,1022.0,97,Karachi
804,Dr. G. Lal,Urologist,MBBS,35.0,1500.0,Under 15 Min,242.0,98,Karachi
805,Dr. Sajjad Ali,Urologist,MBBS,10.0,1500.0,15 - 30 Min,1379.0,98,Karachi
806,Dr. Murtaza Azad,Urologist,MBBS,7.0,3500.0,Under 15 Min,98.0,95,Karachi
807,Assist. Prof. Dr. Iqbal Shahzad,Urologist,MBBS,21.0,3000.0,45 - 60 Min,35.0,97,Karachi
808,Dr. Waqas Ahmed,Urologist,MBBS,12.0,800.0,15 - 30 Min,45.0,91,Karachi
809,Dr. Akhtar Ali,Urologist,MBBS,10.0,1000.0,Under 15 Min,21.0,100,Karachi
810,Dr. Zehra Kazmi,Urologist,MBBS,12.0,3500.0,15 - 30 Min,27.0,97,Karachi
811,Dr. Javaid Aqeel Rajput,Urologist,MBBS,28.0,1500.0,Under 15 Min,803.0,99,Karachi
812,Dr. Muhammad Amjad Noor,Urologist,MBBS,26.0,1500.0,Under 15 Min,308.0,98,Karachi
813,Dr. Ayesha Khan,Urologist,MBBS,8.0,1500.0,15 - 30 Min,54.0,100,Karachi
814,Dr. Muhammad Ali Yousuf,Urologist,MBBS,7.0,700.0,15 - 30 Min,133.0,97,Karachi
815,Dr. Jai Kumar,Urologist,MBBS,7.0,1500.0,15 - 30 Min,20.0,100,Karachi
816,Dr. Naresh Kumar Valecha,Urologist,MBBS,20.0,1000.0,Under 15 Min,303.0,98,Karachi
817,Dr. Khuda Bux,Urologist,MBBS,5.0,2000.0,Under 15 Min,9.0,100,Karachi
818,Dr. Muhammad Rashid,Urologist,MBBS,9.0,3000.0,Under 15 Min,303.0,100,Karachi
819,Dr. Adnan Muneer,Urologist,MBBS,21.0,2000.0,Under 15 Min,245.0,97,Karachi
820,Dr. Shahid Hussain Baloch,Urologist,MBBS,20.0,1500.0,15 - 30 Min,177.0,100,Karachi
821,Dr. Zubda Malik,Urologist,MBBS,10.0,1000.0,15 - 30 Min,71.0,100,Karachi
822,Dr. Shaikh M. Sajid Ali,Urologist,MBBS,15.0,2000.0,15 - 30 Min,24.0,88,Karachi
823,Dr. Yasir Murtaza,Urologist,MBBS,8.0,2000.0,Under 15 Min,117.0,99,Karachi
824,Dr. Liaquat Ali,Urologist,MBBS,3.0,1500.0,Under 15 Min,9.0,100,Karachi
825,Dr. M. Mansoor,Urologist,MBBS,33.0,2500.0,15 - 30 Min,428.0,97,Karachi
826,Prof. Dr. Aziz Abdullah,Urologist,MBBS,36.0,2500.0,15 - 30 Min,225.0,94,Karachi
827,Dr. Tufail Bawa,Urologist,MBBS,35.0,900.0,15 - 30 Min,36.0,97,Karachi
828,Dr. Shahab Javid,Urologist,MBBS,36.0,3000.0,Under 15 Min,8.0,100,Karachi
829,Dr. Fakhir Yousuf,Urologist,MBBS,16.0,1000.0,Under 15 Min,529.0,99,Karachi
830,Dr. Saeed Ahmed Khan,Urologist,MBBS,8.0,1000.0,Under 15 Min,20.0,100,Karachi
831,Dr. Rashid Abbas,Urologist,MBBS,10.0,1000.0,Under 15 Min,49.0,94,Karachi
832,Dr. Shahzad Ali,Urologist,MBBS,23.0,1000.0,30 - 45 Min,24.0,100,Karachi
833,Dr. Muhammad Imran Malik,Urologist,MBBS,8.0,1000.0,Under 15 Min,726.0,98,Karachi
834,Dr. Malik Aftab Younus,Urologist,MBBS,8.0,1000.0,Under 15 Min,10.0,100,Karachi
835,Dr. Raj Kumar,Urologist,MBBS,12.0,1000.0,15 - 30 Min,20.0,94,Karachi
836,Prof. Dr. Noshad Shaikh,Urologist,MBBS,35.0,1000.0,15 - 30 Min,212.0,99,Karachi
837,Dr. Jai Parkash Bhojwani,Urologist,MBBS,22.0,1000.0,15 - 30 Min,145.0,97,Karachi
838,Dr. Mahmood Ahmed,Urologist,MBBS,16.0,1000.0,15 - 30 Min,27.0,96,Karachi
839,Dr. Sherjeel Saulat,Urologist,MBBS,19.0,1000.0,15 - 30 Min,80.0,100,Karachi
840,Dr. Jahanzeb Shaikh,Urologist,MBBS,5.0,1000.0,Under 15 Min,5.0,100,Karachi
841,Dr. Muhammad Asim,Urologist,MBBS,14.0,1000.0,15 - 30 Min,4.0,100,Karachi
842,Prof. Dr. Qamaruddin Baloch,Urologist,MBBS,36.0,1000.0,15 - 30 Min,23.0,100,Karachi
843,Dr. Syed Saeed Uddin Qadri,Urologist,MBBS,9.0,1000.0,Under 15 Min,16.0,100,Karachi
844,Dr. Syed Imtiaz Ali,Urologist,MBBS,9.0,1000.0,15 - 30 Min,596.0,100,Karachi
845,Dr. Hussam Uddin Soomro,Urologist,MBBS,11.0,1000.0,Under 15 Min,2.0,100,Karachi
846,Dr. Arif Ali,Urologist,MBBS,12.0,1000.0,Under 15 Min,180.0,99,Karachi
847,Dr. M. Babar Baig,Urologist,MBBS,15.0,1000.0,15 - 30 Min,6.0,100,Karachi
848,Dr. Rashid Bin Hamid,Urologist,MBBS,27.0,1000.0,Under 15 Min,179.0,98,Karachi
849,Dr. Ubaid Ullah,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
850,Dr. Mumtaz Ali,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
851,Dr. ObaidUllah Memon,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
852,Dr. Muhammad Misbah Nizami,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
853,Dr. Shah Nawaz,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
854,Dr. Maqsood Anwar Noorani,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
855,Assist. Prof. Dr. Ishrat Saleem,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
856,Dr. Mehmood Yousuf,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
857,Dr. Nadeem ullah Baig,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
858,Dr. Nasir Sulaiman,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
859,Dr. Anis Hussain,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
860,Dr. Zafar Zaidi,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
861,Dr. Atif Javed,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
862,Dr. Mansoor,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
863,Dr. Muhammad Hammad Athar,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
864,Dr. Syed Muhammad Nazim,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
865,Dr. Abdul Jabbar Peerzada,Urologist,FRCS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
866,Dr. Syed Adeeb Ul Hasan Rizvi,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
867,Dr. Altaf Hussain Hashmi,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
868,Dr. Murli Lal,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
869,Dr. Bux Ali,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
870,Dr. Gauhar Sultan,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
871,Dr. Asad Shahzad Hasan,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
872,Dr. Muhammad Rehan Mohsin,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
873,Dr. Munawwar Khalique,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
874,Dr. Harris Hassan Qureshi,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
875,Dr. Abdul Khalique,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
876,Dr. Sajid Sultan,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
877,Dr. Qadir Rasool,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
878,Ass.Prof. Dr. S.A. Abidi,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
879,Dr. Capt. Retired Moin Qureshi,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
880,Dr. Shahab Jawed,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
881,Dr. Aatif Hassan,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
882,Dr. M.Yousuf Khan,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
883,Dr. Pervez Iqbal,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
884,Dr. Shah Nawas,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
885,Dr. Mumtaz Ud-Din Haider,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
886,Dr. Mohammad Mubashir,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
887,Prof. Dr. Abdul Majid Rana,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
888,Dr. Syed Imtiaz Ali,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
889,Prof. Dr. Ahmed Fawad,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
890,Dr. Capt. Moiz. A,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
891,Dr. Shezad Ali,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
892,Dr. Mustanasir D. Jhaveri,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
893,Dr. Atif Hassan Shaikh,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
894,Dr. Imtiaz Ali,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
895,Dr. Anees Hussain Jaffery,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
896,Dr. M.Imtiaz Baig,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
897,Dr. A. Saleem Ansari,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
898,Dr. Muhammad Imtiaz Baig,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
899,Dr. Amanullah Abbasi,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
900,Dr. Syed Raziuddin Biyabani,Urologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Karachi
901,Assist. Prof. Dr. Shazia Siddique,Gastroenterologist,MBBS,21.0,3000.0,Under 15 Min,522.0,98,Lahore
902,Dr. Fahd Aziz Rana,Gastroenterologist,MBBS,18.0,4000.0,Under 15 Min,1000.0,100,Lahore
903,Dr. Syed Sibtain Ul Hassan,Gastroenterologist,Certified in Diabetology (USA),11.0,1000.0,Under 15 Min,2439.0,99,Lahore
904,Dr. Muhammed Siddiq,Gastroenterologist,MBBS,31.0,2000.0,Under 15 Min,501.0,100,Lahore
905,Assist. Prof. Dr. Bilal Aziz,Gastroenterologist,F.C.P.S. (Medicine),20.0,2500.0,15 - 30 Min,327.0,100,Lahore
906,Dr. Umair Shafqat,Gastroenterologist,MBBS,6.0,1000.0,Under 15 Min,7.0,100,Lahore
907,Dr. Umar Ejaz,Gastroenterologist,MBBS,10.0,2000.0,Under 15 Min,506.0,98,Lahore
908,Dr. Muhammad Atif Saeed,Gastroenterologist,MBBS,8.0,2000.0,Under 15 Min,95.0,100,Lahore
909,Dr. Abdul Rauf,Gastroenterologist,MBBS,12.0,1000.0,Under 15 Min,33.0,100,Lahore
910,Dr. Talha Khalid,Gastroenterologist,MBBS,12.0,2000.0,Under 15 Min,740.0,99,Lahore
911,Dr. Arslan Shamim,Gastroenterologist,MBBS,9.0,3500.0,Under 15 Min,465.0,98,Lahore
912,Prof. Dr. Imran Anwar Khan,Gastroenterologist,MBBS,31.0,3500.0,Under 15 Min,335.0,96,Lahore
913,Assist. Prof. Dr. Fahmina Ashfaq,Gastroenterologist,MBBS M.R.C.P (UK),14.0,1500.0,Under 15 Min,2178.0,97,Lahore
914,Assist. Prof. Dr. Mujahid Israr,Gastroenterologist,MBBS,17.0,3000.0,15 - 30 Min,6593.0,97,Lahore
915,Dr. Abdul Moeed Akram,Gastroenterologist,MBBS,8.0,2000.0,15 - 30 Min,276.0,100,Lahore
916,Assist. Prof. Muhammad Usman Ghani,Gastroenterologist,MBBS,11.0,1500.0,15 - 30 Min,92.0,97,Lahore
917,Dr. Muhammad Shoaib Niazi,Gastroenterologist,MBBS,14.0,1000.0,Under 15 Min,58.0,100,Lahore
918,Dr. Muhammad Umer Sheikh,Gastroenterologist,MBBS,11.0,2000.0,15 - 30 Min,2249.0,100,Lahore
919,Dr. Mudassar Ashraf Khokhar,Gastroenterologist,MBBS,11.0,1000.0,15 - 30 Min,12.0,90,Lahore
920,Dr. Attique Abou Bakr,Gastroenterologist,MBBS,14.0,2500.0,Under 15 Min,248.0,97,Lahore
921,Assist. Prof. Dr. M. Shahzad Hafeez,Gastroenterologist,MBBS,13.0,2500.0,Under 15 Min,261.0,99,Lahore
922,Assist. Prof. Dr. Asad Ullah Mahmood,Gastroenterologist,MBBS,14.0,3000.0,Under 15 Min,3.0,100,Lahore
923,Dr. Muhammad Salman Afzal,Gastroenterologist,MBBS,10.0,2500.0,Under 15 Min,107.0,100,Lahore
924,Dr. Abid Ali,Gastroenterologist,MBBS,8.0,2000.0,Under 15 Min,58.0,98,Lahore
925,Prof. Dr. Arif Amir Nawaz,Gastroenterologist,MBBS,38.0,1000.0,Under 15 Min,22.0,100,Lahore
926,Prof. Dr. Talat Naheed,Gastroenterologist,MBBS,40.0,4000.0,Under 15 Min,834.0,97,Lahore
927,Dr. Salman Javed,Gastroenterologist,MBBS,16.0,3500.0,Under 15 Min,2033.0,98,Lahore
928,Assist. Prof. Dr. Muhammad Ayub Naich,Gastroenterologist,MBBS,18.0,3000.0,Under 15 Min,198.0,99,Lahore
929,Assist. Prof. Dr. Sehrish Sarwar,Gastroenterologist,MBBS,8.0,1500.0,15 - 30 Min,61.0,100,Lahore
930,Dr. Hafsa Farooq,Gastroenterologist,MBBS,9.0,2500.0,Under 15 Min,149.0,99,Lahore
931,Dr. Rai Kashif Manzoor,Gastroenterologist,MBBS,10.0,1500.0,15 - 30 Min,45.0,100,Lahore
932,Assist. Prof. Asma Arshad Khan,Gastroenterologist,MBBS,11.0,1500.0,Under 15 Min,138.0,99,Lahore
933,Dr. M. Imran Chouhan,Gastroenterologist,MBBS,10.0,2500.0,Under 15 Min,14.0,100,Lahore
934,Dr. Ahmad Zaka Subhani,Gastroenterologist,MBBS,8.0,1000.0,Under 15 Min,1437.0,100,Lahore
935,Dr. Hafiz Muhammad Sajid Jehangir,Gastroenterologist,MBBS,16.0,1000.0,Under 15 Min,1495.0,100,Lahore
936,Assoc. Prof. Dr. Shafqat Rasool,Gastroenterologist,MBBS,13.0,2000.0,Under 15 Min,505.0,99,Lahore
937,Dr. Mahboob Ahmad,Gastroenterologist,MBBS,10.0,2000.0,15 - 30 Min,26.0,100,Lahore
938,Dr. Sidrah Muhammad Rafiq,Gastroenterologist,MBBS ( Gold Medalist),8.0,1500.0,Under 15 Min,9.0,100,Lahore
939,Dr. Saad Hassan Khan,Gastroenterologist,MBBS,12.0,1000.0,Under 15 Min,299.0,95,Lahore
940,Prof. Dr. M. Asif Gul,Gastroenterologist,MCPS-HPE (Health Professional Education),16.0,3000.0,15 - 30 Min,1121.0,98,Lahore
941,Prof. Dr. Muhammad Joher Amin,Gastroenterologist,MBBS,25.0,3500.0,Under 15 Min,164.0,96,Lahore
942,Dr. Mehrin Farooq,Gastroenterologist,MBBS,16.0,2000.0,Under 15 Min,486.0,98,Lahore
943,Prof. Dr. Fatima Mehboob,Gastroenterologist,MBBS,43.0,3500.0,Under 15 Min,1074.0,98,Lahore
944,Dr. Khurram Malik,Gastroenterologist,MBBS,10.0,2000.0,Under 15 Min,42.0,100,Lahore
945,Dr. Khalil Ahmed,Gastroenterologist,MBBS,8.0,1000.0,15 - 30 Min,554.0,99,Lahore
946,Dr. Sadia Jabbar,Gastroenterologist,MBBS,10.0,2000.0,Under 15 Min,4.0,100,Lahore
947,Dr. Usman Javaid,Gastroenterologist,MBBS,7.0,1000.0,Under 15 Min,1118.0,98,Lahore
948,Dr. Nouman Hameed,Gastroenterologist,MBBS,10.0,1000.0,Under 15 Min,294.0,98,Lahore
949,Dr. Ghulam Abbas,Gastroenterologist,MBBS,13.0,2000.0,15 - 30 Min,1854.0,98,Lahore
950,Dr. Usama Faizan,Gastroenterologist,MBBS,8.0,2000.0,Under 15 Min,1161.0,99,Lahore
951,Assist. Prof. Dr. Salman Walayt,Gastroenterologist,MBBS,12.0,2500.0,Under 15 Min,276.0,100,Lahore
952,Dr. Muhammad Usman Naeem,Gastroenterologist,MBBS,9.0,3000.0,Under 15 Min,98.0,99,Lahore
953,Dr. Ali Asad Khan,Gastroenterologist,MBBS,7.0,2500.0,15 - 30 Min,376.0,96,Lahore
954,Assist. Prof. Dr. Muhammad Awais Abid,Gastroenterologist,MBBS,13.0,2000.0,15 - 30 Min,879.0,97,Lahore
955,Assoc. Prof. Dr. Fahad Aman Khan,Gastroenterologist,MBBS,17.0,2000.0,Under 15 Min,400.0,98,Lahore
956,Dr. Afia Munir,Gastroenterologist,MBBS,6.0,3500.0,Under 15 Min,69.0,100,Lahore
957,Prof. Brig. (R) Dr. Kamran Aziz,Gastroenterologist,MBBS,29.0,2000.0,Under 15 Min,309.0,99,Lahore
958,Dr. Salman Taj Uppal,Gastroenterologist,MBBS,22.0,4000.0,Under 15 Min,43.0,100,Lahore
959,Dr. Muhammad Haseeb Nawaz,Gastroenterologist,MBBS,10.0,1500.0,Under 15 Min,81.0,100,Lahore
960,Prof. Dr. Tahir Bashir,Gastroenterologist,MBBS,20.0,3000.0,Under 15 Min,274.0,99,Lahore
961,Dr. M. Ahsan Farooq,Gastroenterologist,MBBS,16.0,2000.0,15 - 30 Min,249.0,98,Lahore
962,Assist. Prof. Dr. Sami Ullah Mumtaz,Gastroenterologist,MBBS,15.0,2000.0,15 - 30 Min,80.0,99,Lahore
963,Dr. Imran Khan Farooka,Gastroenterologist,MBBS,15.0,1000.0,Under 15 Min,70.0,97,Lahore
964,Prof. Dr. Tahir Siddique,Gastroenterologist,MBBS,24.0,1000.0,Under 15 Min,691.0,99,Lahore
965,Dr. Raja Ikram Ul Haq,Gastroenterologist,MBBS,10.0,1000.0,Under 15 Min,335.0,98,Lahore
966,Dr. Umair Khurshid,Gastroenterologist,MBBS,9.0,1000.0,Under 15 Min,790.0,97,Lahore
967,Dr. Syed Sibitul Hasnain,Gastroenterologist,MBBS,38.0,1000.0,Under 15 Min,165.0,98,Lahore
968,Dr. Waqas Shabbir,Gastroenterologist,MBBS,9.0,1000.0,Under 15 Min,48.0,97,Lahore
969,Dr. Fasih Ur Rehman,Gastroenterologist,MBBS,7.0,1000.0,15 - 30 Min,58.0,98,Lahore
970,Dr. Talha Bin Ayub,Gastroenterologist,MBBS (KEMU),17.0,1000.0,15 - 30 Min,48.0,95,Lahore
971,Assist. Prof. Dr.  Mahmood Ahmad Cheema,Gastroenterologist,MBBS,9.0,1000.0,15 - 30 Min,38.0,100,Lahore
972,Dr. Nadeem Hussain,Gastroenterologist,MBBS,9.0,1000.0,15 - 30 Min,10.0,100,Lahore
973,Dr. Muhammad Ayyub,Gastroenterologist,Fellow Of American College Of Gastroenterology,39.0,1000.0,Under 15 Min,231.0,98,Lahore
974,Assoc. Prof. Dr. Azhar Hussain,Gastroenterologist,MBBS,17.0,1000.0,Under 15 Min,170.0,98,Lahore
975,Assist. Prof. Dr. Rashid Ali,Gastroenterologist,MBBS,15.0,1000.0,Under 15 Min,11.0,100,Lahore
976,Dr. Mian Muzaffar Mehdi,Gastroenterologist,MBBS,6.0,1000.0,15 - 30 Min,60.0,97,Lahore
977,Dr. Yakub Iqbal Khan,Gastroenterologist,MBBS,19.0,1000.0,Under 15 Min,31.0,96,Lahore
978,Prof. Dr. Altaf Alam,Gastroenterologist,MBBS,26.0,1000.0,Under 15 Min,709.0,98,Lahore
979,Dr. Kashif Malik,Gastroenterologist,MBBS,26.0,1000.0,15 - 30 Min,37.0,97,Lahore
980,Dr. Saleem Ullah Zaffar,Gastroenterologist,MBBS,9.0,1000.0,15 - 30 Min,169.0,100,Lahore
981,Dr. Kamran Shafiq,Gastroenterologist,MBBS,25.0,1000.0,Under 15 Min,31.0,100,Lahore
982,Prof. Dr. Khalid Mahmud Khan,Gastroenterologist,MBBS,24.0,1000.0,Under 15 Min,840.0,97,Lahore
983,Assoc. Prof. Dr. Asif Mehmood,Gastroenterologist,MBBS,20.0,1000.0,Under 15 Min,186.0,100,Lahore
984,Dr. Khawaja Tahir Maqbool,Gastroenterologist,MBBS,12.0,1000.0,Under 15 Min,59.0,98,Lahore
985,Assoc. Prof. Dr. Mehreen Zaman Niazi,Gastroenterologist,MBBS,14.0,1000.0,Under 15 Min,1201.0,99,Lahore
986,Dr. Hafiz Irfan Mushtaq,Gastroenterologist,MBBS,10.0,1000.0,15 - 30 Min,4.0,100,Lahore
987,Dr. Mirza Ilyas Baig,Gastroenterologist,MBBS,20.0,1000.0,Under 15 Min,465.0,99,Lahore
988,Dr. M. Akif Dilshad,Gastroenterologist,MBBS,20.0,1000.0,Under 15 Min,128.0,99,Lahore
989,Dr. Asif Zaidi,Gastroenterologist,MBBS,10.0,1000.0,45 - 60 Min,6.0,100,Lahore
990,Prof. Dr. Asif Abbas Naqvi,Gastroenterologist,MBBS,40.0,1000.0,Under 15 Min,16.0,100,Lahore
991,Dr. Mirza Imran Baig,Gastroenterologist,MBBS,12.0,1000.0,Under 15 Min,45.0,100,Lahore
992,Dr. Muhammad Asim Hameed,Gastroenterologist,MBBS,12.0,1000.0,15 - 30 Min,596.0,100,Lahore
993,Dr. Atif Masood,Gastroenterologist,MBBS,11.0,1000.0,15 - 30 Min,6.0,100,Lahore
994,Dr. Bilal Ahmad Shoukat,Gastroenterologist,MBBS,10.0,1000.0,Under 15 Min,9.0,100,Lahore
995,Dr. Muzammal Aslam Kataria,Gastroenterologist,MBBS,9.0,1000.0,Under 15 Min,112.0,97,Lahore
996,Dr. Waqas Qadri,Gastroenterologist,MBBS,9.0,1000.0,15 - 30 Min,596.0,97,Lahore
997,Assist. Prof. Dr. Yasir Mahmud,Gastroenterologist,MBBS,12.0,1000.0,Under 15 Min,32.0,95,Lahore
998,Dr. Masood Ur Rehman,Gastroenterologist,MBBS,3.0,1000.0,Under 15 Min,10.0,100,Lahore
999,Dr. M. Nadeem Yousaf,Gastroenterologist,MBBS,3.0,1000.0,15 - 30 Min,1.0,100,Lahore
1000,Dr. Muhammad Latif,Gastroenterologist,MBBS,30.0,1000.0,Under 15 Min,2.0,100,Lahore
1001,Dr. Javed Iqbal Aheer,Gastroenterologist,MBBS,15.0,1000.0,Under 15 Min,50.0,100,Lahore
1002,Dr. Ansa Adeeba,Gastroenterologist,M.D,9.0,1000.0,Under 15 Min,17.0,100,Lahore
1003,Prof. Dr. Arshad Kamal Butt,Gastroenterologist,MBBS,39.0,1000.0,Under 15 Min,138.0,99,Lahore
1004,Dr. Syed Nayab Haider,Gastroenterologist,MBBS,39.0,1000.0,15 - 30 Min,596.0,99,Lahore
1005,Dr. Iftikhar Ahmad,Gastroenterologist,MBBS (pak),26.0,2000.0,Under 15 Min,166.0,100,Islamabad
1006,Dr. Omer Hassaan Aftab Ahmad,Gastroenterologist,MBBS,13.0,2000.0,Under 15 Min,1629.0,99,Islamabad
1007,Dr. Anwar Hussain,Gastroenterologist,MBBS,32.0,1000.0,15 - 30 Min,13.0,100,Islamabad
1008,Assist. Prof. Dr. Niaz M. Bakhtiar,Gastroenterologist,MBBS,14.0,1200.0,Under 15 Min,94.0,98,Islamabad
1009,Dr. Muhammad Huzaifa,Gastroenterologist,MBBS,5.0,3300.0,Under 15 Min,20.0,100,Islamabad
1010,Assist. Prof. Dr. Hafiz Muhammad Zubair,Gastroenterologist,MBBS,14.0,1200.0,Under 15 Min,2835.0,99,Islamabad
1011,Dr. Muhammad Omar Qureshi,Gastroenterologist,MBBS,14.0,2500.0,Under 15 Min,550.0,99,Islamabad
1012,Dr. Afshan Ali Hamdani,Gastroenterologist,MBBS,10.0,1500.0,Under 15 Min,1115.0,100,Islamabad
1013,Dr. Aqsa Naseer,Gastroenterologist,MBBS,12.0,1500.0,Under 15 Min,420.0,97,Islamabad
1014,Dr. Muhammad Mansoor,Gastroenterologist,MBBS,20.0,3000.0,Under 15 Min,724.0,99,Islamabad
1015,Dr. Sadia Ahmed,Gastroenterologist,MBBS,10.0,1000.0,Under 15 Min,195.0,100,Islamabad
1016,Dr. Syed Hammad Wajid Talha,Gastroenterologist,MBBS,6.0,1000.0,Under 15 Min,695.0,100,Islamabad
1017,Dr. Fauzan Abdullah,Gastroenterologist,MBBS,13.0,2000.0,15 - 30 Min,14.0,100,Islamabad
1018,Assist. Prof. Dr. Haseeb Noor,Gastroenterologist,MBBS,10.0,2000.0,Under 15 Min,245.0,98,Islamabad
1019,Dr. Irfan Ali,Gastroenterologist,MBBS,6.0,800.0,Under 15 Min,117.0,98,Islamabad
1020,Dr. M. Osama Tariq Butt,Gastroenterologist,MBBS,14.0,1000.0,Under 15 Min,6.0,100,Islamabad
1021,Dr. Muhammad Usman,Gastroenterologist,MBBS,11.0,1200.0,Under 15 Min,1639.0,100,Islamabad
1022,Dr. Hyder Abbasi,Gastroenterologist,MBBS,9.0,1500.0,Under 15 Min,449.0,98,Islamabad
1023,Dr. Shujaat Hussain,Gastroenterologist,MBBS,8.0,1500.0,Under 15 Min,73.0,98,Islamabad
1024,Dr. Syed Moin Uddin Shah,Gastroenterologist,MBBS,20.0,1500.0,Under 15 Min,320.0,98,Islamabad
1025,Dr. Yasir Abbas,Gastroenterologist,MBBS,14.0,2000.0,15 - 30 Min,1350.0,99,Islamabad
1026,Dr. Noureen Haider,Gastroenterologist,MBBS,25.0,2000.0,Under 15 Min,236.0,99,Islamabad
1027,Dr. Anwar Hussain Abbasi,Gastroenterologist,MBBS,6.0,1500.0,15 - 30 Min,78.0,100,Islamabad
1028,Dr. Sadaf Yousaf,Gastroenterologist,MBBS,10.0,1000.0,Under 15 Min,24.0,100,Islamabad
1029,Dr. Asim Hassan,Gastroenterologist,MBBS,11.0,2500.0,15 - 30 Min,1.0,100,Islamabad
1030,Dr. Saqib Hussain,Gastroenterologist,MBBS,11.0,1500.0,Under 15 Min,147.0,100,Islamabad
1031,Dr. Imran Yousaf,Gastroenterologist,MBBS,12.0,2200.0,15 - 30 Min,498.0,98,Islamabad
1032,Assist. Prof. Dr. Kazim Abbas Virk,Gastroenterologist,MBBS,10.0,1000.0,Under 15 Min,45.0,100,Islamabad
1033,Dr. Taimoor Hafeez Janjua,Gastroenterologist,MBBS,12.0,2000.0,Under 15 Min,85.0,99,Islamabad
